first_name, last_name, phone, email, street, city, state, zip_code,probability
'Micki','Rutledge',NULL,'micki.rutledge@aol.com','9868 Marvon Street ','Richmond Hill','NY',11418,0.818134452
'Loise','Walker',NULL,'loise.walker@aol.com','201 Glen Eagles St. ','Shirley','NY',11967,0.717065001
'Burma','Summers',NULL,'burma.summers@yahoo.com','890 East Elmwood Street ','Freeport','NY',11520,0.001950917
'Myron','Ruiz',NULL,'myron.ruiz@gmail.com','45 Shadow Brook Lane ','Amityville','NY',11701,0.632381594
'Lashawna','Richardson',NULL,'lashawna.richardson@hotmail.com','9920 Purple Finch St. ','Baldwin','NY',11510,0.565153447
'Lavern','Orr',NULL,'lavern.orr@hotmail.com','913 N. Young Street ','Webster','NY',14580,0.133515934
'Alec','Peck',NULL,'alec.peck@hotmail.com','4 W. Belmont St. ','Victoria','TX',77904,0.768231786
'Christopher','Richardson',NULL,'christopher.richardson@gmail.com','7846 Windfall Dr. ','Santa Cruz','CA',95060,0.250072662
'Arminda','Weber',NULL,'arminda.weber@yahoo.com','6 Hill Field St. ','Bellmore','NY',11710,0.016887326
'Emmett','Hahn',NULL,'emmett.hahn@hotmail.com','7727 6th St. ','Freeport','NY',11520,0.287038936
'Gertha','Mejia',NULL,'gertha.mejia@yahoo.com','518 Orchard St. ','Flushing','NY',11354,0.839792693
'Garland','Weaver',NULL,'garland.weaver@gmail.com','7161 Goldfield Court ','Amsterdam','NY',12010,0.069386946
'Jayson','Rutledge',NULL,'jayson.rutledge@yahoo.com','8672 Coffee St. ','Lake Jackson','TX',77566,0.553642482
'Narcisa','Knapp',NULL,'narcisa.knapp@aol.com','435 Dogwood Dr. ','Amarillo','TX',79106,0.278461959
'Gayla','Sims',NULL,'gayla.sims@gmail.com','98 Hall Street ','Lindenhurst','NY',11757,0.954446389
'Chelsey','Boyd',NULL,'chelsey.boyd@yahoo.com','9569 Birchpond Ave. ','Euless','TX',76039,0.336971842
'Catherine','Miles',NULL,'catherine.miles@msn.com','7189 Elm Dr. ','East Elmhurst','NY',11369,0.902768088
'Valeri','Marshall',NULL,'valeri.marshall@hotmail.com','494 East Brewery Dr. ','East Meadow','NY',11554,0.233829204
'Grace','Madden',NULL,'grace.madden@gmail.com','606 East Rocky River St. ','San Pablo','CA',94806,0.248031695
'Joaquin','Hawkins','(657) 557-1746','joaquin.hawkins@aol.com','3 Oklahoma Lane ','Anaheim','CA',92806,0.81869788
'Kirstie','Vazquez',NULL,'kirstie.vazquez@gmail.com','8006 Rockland Ave. ','Saratoga Springs','NY',12866,0.936271728
'Yu','Mcdonald',NULL,'yu.mcdonald@aol.com','784 Pheasant Rd. ','Ossining','NY',10562,0.544849824
'Celestine','Jacobs',NULL,'celestine.jacobs@gmail.com','87 Hanover Rd. ','Massapequa','NY',11758,0.487990583
'Justa','Thompson',NULL,'justa.thompson@aol.com','43 Manor Ave. ','Corona','NY',11368,0.092616488
'Lise','Alvarado',NULL,'lise.alvarado@gmail.com','9816 Newcastle Dr. ','Hamburg','NY',14075,0.306412507
'Pearl','Fox',NULL,'pearl.fox@yahoo.com','9415 Honey Creek Dr. ','Uniondale','NY',11553,0.734181603
'Travis','Goodman',NULL,'travis.goodman@yahoo.com','65 Rockcrest Dr. ','Los Banos','CA',93635,0.16531172
'Shu','Mays',NULL,'shu.mays@gmail.com','996 St Margarets Lane ','Astoria','NY',11102,0.283380486
'Ezra','Fowler',NULL,'ezra.fowler@hotmail.com','16 Pearl St. ','Nanuet','NY',10954,0.904157672
'Edda','Young',NULL,'edda.young@gmail.com','50 S. Airport Street ','North Tonawanda','NY',14120,0.770007993
'Lidia','Ashley',NULL,'lidia.ashley@hotmail.com','8436 Meadow St. ','Baldwinsville','NY',13027,0.089900811
'Moira','Lester',NULL,'moira.lester@msn.com','496 Greystone Court ','Jackson Heights','NY',11372,0.239750685
'Tony','Hicks','(657) 260-6783','tony.hicks@gmail.com','226 Carriage Street ','Anaheim','CA',92806,0.007520808
'Malinda','Baxter',NULL,'malinda.baxter@yahoo.com','7698 Briarwood Ave. ','Whitestone','NY',11357,0.664945743
'Marlo','Jefferson',NULL,'marlo.jefferson@gmail.com','39 Trenton Rd. ','Niagara Falls','NY',14304,0.248641829
'Tiana','Henderson',NULL,'tiana.henderson@aol.com','62 Orange St. ','Franklin Square','NY',11010,0.874624221
'Wilda','Petersen',NULL,'wilda.petersen@aol.com','899 Helen St. ','Jamaica','NY',11432,0.851574579
'Irving','Pitts',NULL,'irving.pitts@msn.com','346 College Court ','Torrance','CA',90505,0.058087976
'Sheree','Pena',NULL,'sheree.pena@yahoo.com','822 Virginia Court ','Staten Island','NY',10301,0.987330415
'Vance','Taylor','(717) 218-5607','vance.taylor@msn.com','8279 Military Dr. ','Lancaster','NY',14086,0.927674072
'Terra','Pickett',NULL,'terra.pickett@aol.com','7822 Depot Avenue ','Amsterdam','NY',12010,0.39022181
'Faustino','Delacruz',NULL,'faustino.delacruz@msn.com','88 West Greenview Street ','South Richmond Hill','NY',11419,0.65551887
'Julienne','Moody','(682) 841-4643','julienne.moody@hotmail.com','35 South Oxford Rd. ','Fort Worth','TX',76110,0.43546486
'Hee','Greer',NULL,'hee.greer@hotmail.com','41 North Garfield Ave. ','Selden','NY',11784,0.837391851
'Whitney','Cash',NULL,'whitney.cash@gmail.com','8 Surrey Street ','Hamburg','NY',14075,0.091781154
'Clarita','Curry',NULL,'clarita.curry@hotmail.com','661 Tanglewood Street ','Hollis','NY',11423,0.411002652
'Reita','Dickson',NULL,'reita.dickson@hotmail.com','7506 Mechanic Dr. ','Scarsdale','NY',10583,0.303345174
'Rosa','Kinney',NULL,'rosa.kinney@yahoo.com','330 Highland Drive ','Brooklyn','NY',11201,0.328960873
'Buford','Gilbert',NULL,'buford.gilbert@yahoo.com','9 East Ketch Harbour Street ','Bellmore','NY',11710,0.085862172
'Homer','Powers',NULL,'homer.powers@msn.com','8207 East El Dorado Ave. ','Palos Verdes Peninsula','CA',90274,0.334768268
'Rudolf','Gilliam',NULL,'rudolf.gilliam@aol.com','17 Marlborough Circle ','Palos Verdes Peninsula','CA',90274,0.447256852
'Andreas','Herman',NULL,'andreas.herman@msn.com','456 Rock Creek Street ','Mount Vernon','NY',10550,0.942340645
'Max','Charles',NULL,'max.charles@gmail.com','695 St Paul Street ','Glen Cove','NY',11542,0.203783486
'Tammera','Fischer','(510) 534-8845','tammera.fischer@hotmail.com','405 Olive St. ','Oakland','CA',94603,0.74600951
'Joshua','Robertson',NULL,'joshua.robertson@gmail.com','81 Campfire Court ','Patchogue','NY',11772,0.818743853
'Larraine','Horn',NULL,'larraine.horn@msn.com','368 South Summerhouse Dr. ','Utica','NY',13501,0.46452972
'Andreas','Mayer',NULL,'andreas.mayer@hotmail.com','8577 Galvin Circle ','New Rochelle','NY',10801,0.437258295
'Lazaro','Moran',NULL,'lazaro.moran@gmail.com','83 E. Buttonwood Street ','Sugar Land','TX',77478,0.801905137
'Afton','Juarez',NULL,'afton.juarez@gmail.com','8330 Riverview Drive ','Coram','NY',11727,0.407410151
'Angele','Schroeder','(845) 804-6312','angele.schroeder@yahoo.com','33 S. Shadow Brook Street ','New City','NY',10956,0.175694851
'Ellena','Clements',NULL,'ellena.clements@aol.com','7918 Mulberry Street ','Santa Monica','CA',90403,0.116469816
'Selene','Austin',NULL,'selene.austin@msn.com','9042 Linda Circle ','Duarte','CA',91010,0.797460131
'Kimberely','Bowen','(248) 199-2582','kimberely.bowen@hotmail.com','88 Belmont Street ','Troy','NY',12180,0.895932165
'Mia','Delgado',NULL,'mia.delgado@yahoo.com','850 Wakehurst Drive ','Coachella','CA',92236,0.879878166
'Garret','Clay','(361) 687-9477','garret.clay@yahoo.com','9516 College Drive ','Corpus Christi','TX',78418,0.941674823
'Alejandro','Haney',NULL,'alejandro.haney@msn.com','3 Griffin Street ','Wantagh','NY',11793,0.68459814
'Inge','Olsen','(562) 719-5041','inge.olsen@msn.com','295 Iroquois Rd. ','Long Beach','NY',11561,0.279308419
'Christiane','Bradford',NULL,'christiane.bradford@gmail.com','9043 Woodland Ave. ','Orchard Park','NY',14127,0.240736847
'Carter','Bentley',NULL,'carter.bentley@yahoo.com','145 North Bridle Ave. ','Carmel','NY',10512,0.198774729
'Sherie','Ayala',NULL,'sherie.ayala@msn.com','5 Beech Ave. ','South El Monte','CA',91733,0.151370185
'Jamika','Acevedo',NULL,'jamika.acevedo@yahoo.com','8027 NW. Poplar St. ','Ozone Park','NY',11417,0.378077776
'Shery','Randolph',NULL,'shery.randolph@hotmail.com','602 Laurel Street ','Ontario','CA',91762,0.492652064
'Lanita','Burton',NULL,'lanita.burton@msn.com','8980 Aspen Avenue ','Coachella','CA',92236,0.017901567
'Timothy','Byers',NULL,'timothy.byers@msn.com','8645 Devonshire Lane ','Ronkonkoma','NY',11779,0.611438946
'Jasmin','Young',NULL,'jasmin.young@gmail.com','337 Beach Street ','Helotes','TX',78023,0.382906571
'Catarina','Mendez',NULL,'catarina.mendez@hotmail.com','444 Hanover Court ','West Islip','NY',11795,0.741225148
'Tajuana','Rollins',NULL,'tajuana.rollins@msn.com','724 N. Glen Creek Street ','Oswego','NY',13126,0.65334344
'Thad','Castro','(631) 943-1407','thad.castro@msn.com','71 Surrey Ave. ','Brentwood','NY',11717,0.967224976
'Tena','Huber',NULL,'tena.huber@gmail.com','185 East Littleton St. ','Newburgh','NY',12550,0.319019104
'Dori','Alvarez',NULL,'dori.alvarez@msn.com','8208 Brandywine St. ','Kingston','NY',12401,0.325476224
'Elmo','Arnold','(562) 841-9339','elmo.arnold@aol.com','7616 Lyme Rd. ','Long Beach','NY',11561,0.39230144
'Felicidad','Golden',NULL,'felicidad.golden@yahoo.com','9712 Coffee Ave. ','Lockport','NY',14094,0.428714928
'Jenine','Crane','(682) 183-6555','jenine.crane@msn.com','7381 Alderwood Drive ','Fort Worth','TX',76110,0.641725328
'Lea','Key',NULL,'lea.key@yahoo.com','7 Ocean St. ','Banning','CA',92220,0.401372698
'Rory','Cooper',NULL,'rory.cooper@gmail.com','459 West Street ','Rocklin','CA',95677,0.400576098
'Hilde','Nieves',NULL,'hilde.nieves@gmail.com','9437 Fordham Lane ','Campbell','CA',95008,0.314326216
'Marry','Benjamin',NULL,'marry.benjamin@yahoo.com','33 Amerige Street ','Forney','TX',75126,0.204403901
'Vernell','Goff',NULL,'vernell.goff@msn.com','77 Cobblestone St. ','Monroe','NY',10950,0.309238475
'Erlene','Cook',NULL,'erlene.cook@gmail.com','89 Blue Spring Street ','Mount Vernon','NY',10550,0.75815067
'Carroll','Kelly',NULL,'carroll.kelly@yahoo.com','346 Grant Circle ','Monroe','NY',10950,0.897440742
'Basilia','Thornton','(631) 592-9548','basilia.thornton@hotmail.com','9033 Pine Dr. ','Brentwood','NY',11717,0.436348882
'Tricia','Daniels',NULL,'tricia.daniels@gmail.com','8628 Crescent Court ','Forney','TX',75126,0.256196443
'Kandace','Hughes',NULL,'kandace.hughes@hotmail.com','482 Ryan Ave. ','San Lorenzo','CA',94580,0.375458522
'Alejandro','Norman',NULL,'alejandro.norman@yahoo.com','8918 Marsh Lane ','Upland','CA',91784,0.50308103
'Rodney','Odom',NULL,'rodney.odom@yahoo.com','7782 North Deerfield Lane ','Richmond Hill','NY',11418,0.915986492
'Bettie','Pierce',NULL,'bettie.pierce@gmail.com','787 North Vernon Lane ','Farmingdale','NY',11735,0.860125686
'Dagny','Owen',NULL,'dagny.owen@hotmail.com','8028 Thompson Drive ','San Angelo','TX',76901,0.352068623
'Cinthia','Poole',NULL,'cinthia.poole@aol.com','7 Central Ave. ','Lake Jackson','TX',77566,0.704062418
'Sheila','Travis',NULL,'sheila.travis@yahoo.com','9285 Front St. ','Longview','TX',75604,0.55194404
'Arcelia','Vinson',NULL,'arcelia.vinson@gmail.com','40 Dogwood St. ','West Islip','NY',11795,0.104472806
'Lucas','Estes',NULL,'lucas.estes@yahoo.com','99 Old Church St. ','Santa Monica','CA',90403,0.018119003
'Marissa','Summers',NULL,'marissa.summers@msn.com','81 Carpenter St. ','Saint Albans','NY',11412,0.499589434
'Kaley','Blanchard',NULL,'kaley.blanchard@msn.com','74 Evergreen Court ','Palos Verdes Peninsula','CA',90274,0.697489755
'Wm','Pope',NULL,'wm.pope@msn.com','212 Marsh Court ','Auburn','NY',13021,0.513442466
'Rubye','Mccall','(248) 764-3359','rubye.mccall@hotmail.com','71 Sherwood Dr. ','Troy','NY',12180,0.556049264
'Adriene','Rivera',NULL,'adriene.rivera@hotmail.com','973 Yukon Avenue ','Encino','CA',91316,0.349235094
'Laurence','Christian',NULL,'laurence.christian@gmail.com','2 Maple St. ','Jamaica','NY',11432,0.656812766
'Shirely','Stanley','(915) 437-6113','shirely.stanley@gmail.com','73 White Avenue ','El Paso','TX',79930,0.624638625
'Danille','Mcfarland',NULL,'danille.mcfarland@msn.com','14 Tailwater St. ','Rocklin','CA',95677,0.131228604
'Salena','Day',NULL,'salena.day@msn.com','8067 Park Court ','San Lorenzo','CA',94580,0.65604189
'Matilda','Larson',NULL,'matilda.larson@hotmail.com','336 Saxon Court ','Harlingen','TX',78552,0.869312292
'Mellisa','Kim','(424) 151-6481','mellisa.kim@aol.com','17 Lyme Dr. ','Los Angeles','CA',90008,0.142142539
'Vonda','Berger',NULL,'vonda.berger@yahoo.com','615 S. Proctor Ave. ','Santa Clara','CA',95050,0.856410962
'Soledad','Moses',NULL,'soledad.moses@yahoo.com','85 Hickory Ave. ','Jackson Heights','NY',11372,0.176817374
'Lashandra','Turner','(562) 327-9469','lashandra.turner@hotmail.com','11 Marlborough Rd. ','Long Beach','NY',11561,0.609933642
'Lynne','Anderson','(915) 789-6666','lynne.anderson@msn.com','325 Inverness St. ','El Paso','TX',79930,0.424729019
'Chasidy','Webster',NULL,'chasidy.webster@msn.com','8296 S. Lookout Lane ','Rocklin','CA',95677,0.870689107
'Ulysses','Gaines',NULL,'ulysses.gaines@aol.com','22 Gregory Lane ','Monsey','NY',10952,0.120343334
'Euna','Lopez',NULL,'euna.lopez@gmail.com','7979 South Mountainview Ave. ','Carmel','NY',10512,0.62380265
'Cherelle','Key',NULL,'cherelle.key@msn.com','7739 Snake Hill Lane ','Valley Stream','NY',11580,0.993400005
'Jeffry','Church',NULL,'jeffry.church@msn.com','426 Grandrose Ave. ','Pleasanton','CA',94566,0.83873811
'Cyndi','Dyer',NULL,'cyndi.dyer@msn.com','313 West Argyle Ave. ','Baldwin','NY',11510,0.952481796
'Danilo','Holmes',NULL,'danilo.holmes@gmail.com','657 Manor Station Dr. ','Hicksville','NY',11801,0.394632025
'Joni','Lee',NULL,'joni.lee@gmail.com','8573 Proctor Street ','Centereach','NY',11720,0.561938093
'Antony','Atkinson',NULL,'antony.atkinson@msn.com','680 East Birchwood Lane ','Smithtown','NY',11787,0.885328143
'Deanne','Parsons',NULL,'deanne.parsons@aol.com','76 Amherst Drive ','Lindenhurst','NY',11757,0.380892562
'Frederica','Rojas',NULL,'frederica.rojas@yahoo.com','7835 West Jockey Hollow Rd. ','Ithaca','NY',14850,0.441213345
'Emelda','Dickerson',NULL,'emelda.dickerson@aol.com','7457 6th St. ','Hamburg','NY',14075,0.225539948
'Rudolf','Moran',NULL,'rudolf.moran@gmail.com','5 Birchwood Rd. ','Maspeth','NY',11378,0.476838722
'Benito','Hendrix',NULL,'benito.hendrix@gmail.com','676 S. Bowman Lane ','Depew','NY',14043,0.521229799
'Jonell','Rivas',NULL,'jonell.rivas@msn.com','8415 East High Point St. ','Amarillo','TX',79106,0.796585985
'Joi','Reeves','(619) 952-9613','joi.reeves@msn.com','9101 Williams Court ','San Diego','CA',92111,0.017677873
'Leland','Mcdowell',NULL,'leland.mcdowell@gmail.com','8034 E. Washington Lane ','Encino','CA',91316,0.69774216
'Delaine','Estes',NULL,'delaine.estes@yahoo.com','8916 Hartford Rd. ','Amarillo','TX',79106,0.432034043
'Genevieve','Juarez',NULL,'genevieve.juarez@gmail.com','93 Goldfield Drive ','New Hyde Park','NY',11040,0.016678153
'Kylee','Dickson',NULL,'kylee.dickson@gmail.com','7908 Sherwood Street ','Amityville','NY',11701,0.099027423
'Renita','Henry',NULL,'renita.henry@msn.com','474 Woodland Ave. ','New Rochelle','NY',10801,0.070793006
'Sarah','Kirkland',NULL,'sarah.kirkland@aol.com','42 N. Glendale Avenue ','Wappingers Falls','NY',12590,0.503418122
'Paul','Lester',NULL,'paul.lester@gmail.com','275 Clay St. ','Vista','CA',92083,0.576828235
'Taisha','Vang',NULL,'taisha.vang@yahoo.com','660 East Foster Lane ','Shirley','NY',11967,0.751312167
'Eliana','Reese',NULL,'eliana.reese@hotmail.com','7079 NE. Cross Drive ','Woodhaven','NY',11421,0.499839146
'Leonore','Dorsey',NULL,'leonore.dorsey@yahoo.com','8213 South Branch Avenue ','Jackson Heights','NY',11372,0.71779461
'Ashleigh','Frank',NULL,'ashleigh.frank@gmail.com','9008 Plymouth Street ','Levittown','NY',11756,0.457620888
'Gabriel','Wagner',NULL,'gabriel.wagner@msn.com','7921 Manhattan Ave. ','Ballston Spa','NY',12020,0.619090799
'Margene','Eaton',NULL,'margene.eaton@yahoo.com','43 Sugar Street ','Wantagh','NY',11793,0.28834725
'Toshia','Cardenas',NULL,'toshia.cardenas@gmail.com','878 Bayberry Street ','Amsterdam','NY',12010,0.01337464
'Jamika','Blanchard',NULL,'jamika.blanchard@gmail.com','420 Cambridge Street ','Fresh Meadows','NY',11365,0.830381265
'Shery','Acosta',NULL,'shery.acosta@yahoo.com','17 Canal Ave. ','Saratoga Springs','NY',12866,0.565336111
'Jenna','Saunders',NULL,'jenna.saunders@aol.com','4 Young St. ','Yorktown Heights','NY',10598,0.629893068
'Skye','Pope',NULL,'skye.pope@yahoo.com','121 S. Bay Meadows Ave. ','Richmond Hill','NY',11418,0.342464915
'Ana','Palmer','(657) 323-8684','ana.palmer@yahoo.com','7 Buckingham St. ','Anaheim','CA',92806,0.874287986
'Eric','Hardin',NULL,'eric.hardin@gmail.com','39 S. Parker Drive ','Jamaica','NY',11432,0.912193958
'Basil','Ballard',NULL,'basil.ballard@yahoo.com','7477 Belmont Ave. ','San Lorenzo','CA',94580,0.698499025
'Gabriel','Pitts',NULL,'gabriel.pitts@gmail.com','8462 Marshall Drive ','Clifton Park','NY',12065,0.129302866
'Cayla','Johnson',NULL,'cayla.johnson@msn.com','7091 Rockaway Avenue ','Coram','NY',11727,0.517962741
'Sharika','Colon','(562) 452-6136','sharika.colon@gmail.com','509 Henry Smith St. ','Long Beach','NY',11561,0.365060932
'Donnetta','Henson',NULL,'donnetta.henson@hotmail.com','2 Tallwood Drive ','Webster','NY',14580,0.983893894
'Leigh','Burke',NULL,'leigh.burke@hotmail.com','7651 Creek St. ','Schenectady','NY',12302,0.283712442
'Deloris','Larson',NULL,'deloris.larson@aol.com','242 Branch Street ','Duarte','CA',91010,0.7273906
'Ehtel','Cobb',NULL,'ehtel.cobb@hotmail.com','741 Rockville Drive ','Lockport','NY',14094,0.148499898
'Evelina','Byrd','(716) 601-7704','evelina.byrd@msn.com','628 S. Church St. ','Buffalo','NY',14215,0.480139019
'Zulema','Browning',NULL,'zulema.browning@gmail.com','12 NW. Lafayette St. ','Amsterdam','NY',12010,0.778211332
'Tressa','Weiss',NULL,'tressa.weiss@msn.com','52 Wild Rose Avenue ','Ossining','NY',10562,0.282014349
'Yvette','Rogers',NULL,'yvette.rogers@aol.com','3 SE. Oklahoma Drive ','Franklin Square','NY',11010,0.944186449
'Kiara','Deleon','(657) 378-8011','kiara.deleon@gmail.com','164 Addison Drive ','Anaheim','CA',92806,0.115355922
'Taylor','Cole',NULL,'taylor.cole@gmail.com','9408 Holly Lane ','Carmel','NY',10512,0.828693949
'Myrtie','James',NULL,'myrtie.james@yahoo.com','566 North Livingston Ave. ','Merrick','NY',11566,0.235874653
'Ashton','Lott',NULL,'ashton.lott@hotmail.com','609 Windfall Lane ','Floral Park','NY',11001,0.868662695
'Kara','Higgins',NULL,'kara.higgins@aol.com','758 Jennings Street ','Ossining','NY',10562,0.172886053
'Tomeka','Higgins',NULL,'tomeka.higgins@msn.com','591 W. Corona St. ','Poughkeepsie','NY',12601,0.075802707
'Ronald','Parsons',NULL,'ronald.parsons@msn.com','268 Pin Oak Rd. ','Maspeth','NY',11378,0.196533276
'Allison','Nolan','(845) 276-5729','allison.nolan@gmail.com','7421 Victoria St. ','New City','NY',10956,0.71291899
'Derrick','Marks',NULL,'derrick.marks@yahoo.com','7247 East Prairie Lane ','Glendora','CA',91740,0.267926917
'Yang','Roth',NULL,'yang.roth@aol.com','234 E. Shub Farm Ave. ','Webster','NY',14580,0.319194614
'Melba','Wilkinson',NULL,'melba.wilkinson@gmail.com','255 Harvard Dr. ','Floral Park','NY',11001,0.428159885
'Valentin','Mclaughlin',NULL,'valentin.mclaughlin@hotmail.com','56 Squaw Creek Street ','Lindenhurst','NY',11757,0.096152639
'Lewis','Garner','(631) 871-2512','lewis.garner@gmail.com','9550 East Greenrose St. ','Brentwood','NY',11717,0.453604189
'Ann','Heath',NULL,'ann.heath@msn.com','413 East St. ','South El Monte','CA',91733,0.509038754
'Janelle','Maldonado',NULL,'janelle.maldonado@gmail.com','34 Mammoth Street ','Richmond Hill','NY',11418,0.077950303
'Catrice','Hicks',NULL,'catrice.hicks@yahoo.com','403 Inverness Street ','San Pablo','CA',94806,0.108754735
'Eli','Contreras',NULL,'eli.contreras@hotmail.com','35 Highland Ave. ','Ronkonkoma','NY',11779,0.088175035
'Rita','Bailey',NULL,'rita.bailey@hotmail.com','69 Glenwood Street ','Ossining','NY',10562,0.238003694
'Laure','Pena',NULL,'laure.pena@yahoo.com','9849 West Elmwood St. ','Wappingers Falls','NY',12590,0.500378546
'Tilda','Melton','(248) 767-4165','tilda.melton@msn.com','237 Elmwood Drive ','Troy','NY',12180,0.068954965
'Florencio','Davenport',NULL,'florencio.davenport@yahoo.com','8759 Brookside Ave. ','Jamestown','NY',14701,0.759831684
'Eun','Harris','(619) 378-2432','eun.harris@gmail.com','623 Jones St. ','San Diego','CA',92111,0.499735628
'Marylyn','Browning',NULL,'marylyn.browning@msn.com','915 Lakeshore Street ','Scarsdale','NY',10583,0.360540087
'Romana','Barnes',NULL,'romana.barnes@yahoo.com','9776 Shipley Rd. ','Floral Park','NY',11001,0.777132734
'Sam','Lester',NULL,'sam.lester@gmail.com','563 South Beacon Lane ','Baldwin','NY',11510,0.613567331
'Nicki','Larson',NULL,'nicki.larson@yahoo.com','8317 West Leatherwood Dr. ','Monsey','NY',10952,0.946116045
'Antonetta','Rocha',NULL,'antonetta.rocha@yahoo.com','9858 Newcastle St. ','Port Chester','NY',10573,0.067340863
'Shara','Pope',NULL,'shara.pope@msn.com','194 Amherst Dr. ','Ridgecrest','CA',93555,0.808746267
'Trena','Hudson',NULL,'trena.hudson@hotmail.com','135 Grand Ave. ','Monroe','NY',10950,0.082540263
'Loraine','Sykes',NULL,'loraine.sykes@yahoo.com','9239 Windsor Ave. ','Scarsdale','NY',10583,0.738657811
'Alissa','Hood',NULL,'alissa.hood@gmail.com','8032 Maple Drive ','New Windsor','NY',12553,0.646060289
'Augustus','Schmidt',NULL,'augustus.schmidt@msn.com','624 Jones Dr. ','Corona','NY',11368,0.746211405
'Stacie','Sims','(510) 194-5117','stacie.sims@hotmail.com','47 Orange Ave. ','Oakland','CA',94603,0.626337401
'Brittni','Green',NULL,'brittni.green@msn.com','842 El Dorado Lane ','Floral Park','NY',11001,0.602497304
'Etsuko','Garrison',NULL,'etsuko.garrison@yahoo.com','1 Arrowhead Street ','Richmond Hill','NY',11418,0.622221479
'Calandra','Stanton',NULL,'calandra.stanton@aol.com','36 Livingston Dr. ','Lake Jackson','TX',77566,0.13956935
'Willis','Randolph',NULL,'willis.randolph@yahoo.com','332 Constitution St. ','Harlingen','TX',78552,0.318762647
'Shawnda','Glover',NULL,'shawnda.glover@gmail.com','138 Belmont Ave. ','Liverpool','NY',13090,0.234055278
'Jennette','Baker',NULL,'jennette.baker@gmail.com','798 Marvon St. ','Banning','CA',92220,0.121644617
'Elma','Molina',NULL,'elma.molina@msn.com','8565 Devon Ave. ','New Rochelle','NY',10801,0.436980899
'Adam','Henderson',NULL,'adam.henderson@hotmail.com','167 James St. ','Los Banos','CA',93635,0.660216195
'Ira','Moore',NULL,'ira.moore@gmail.com','1 Pineknoll Court ','Saratoga Springs','NY',12866,0.233447705
'Kermit','Bowman','(915) 996-5952','kermit.bowman@gmail.com','3 Airport Street ','El Paso','TX',79930,0.904325612
'Gayle','Wilkinson',NULL,'gayle.wilkinson@yahoo.com','4 Riverside Ave. ','Lindenhurst','NY',11757,0.143808941
'Launa','Hull',NULL,'launa.hull@yahoo.com','936 Grove Street ','Helotes','TX',78023,0.267255822
'Myron','Johns',NULL,'myron.johns@msn.com','5 N. Woodsman Rd. ','Whitestone','NY',11357,0.656884131
'Tuan','Wolfe',NULL,'tuan.wolfe@aol.com','7641 Oak Meadow Dr. ','West Babylon','NY',11704,0.475979717
'Mathilda','Pennington','(845) 407-9524','mathilda.pennington@gmail.com','14 S. Argyle Ave. ','New City','NY',10956,0.143860534
'Reatha','Perez',NULL,'reatha.perez@aol.com','9917 1st St. ','Holbrook','NY',11741,0.8778161
'Arnita','Thomas',NULL,'arnita.thomas@gmail.com','154 2nd St. ','Orchard Park','NY',14127,0.619169338
'Amparo','Burks',NULL,'amparo.burks@aol.com','7781 Augusta St. ','Merrick','NY',11566,0.536426006
'Jenny','Bell',NULL,'jenny.bell@hotmail.com','38 Crescent St. ','Niagara Falls','NY',14304,0.962329401
'Laverne','Craft',NULL,'laverne.craft@aol.com','829 N. Pierce Street ','Forest Hills','NY',11375,0.183616127
'Darcel','Harmon',NULL,'darcel.harmon@msn.com','966 Hickory Street ','Santa Clara','CA',95050,0.759083836
'Cecilia','Camacho',NULL,'cecilia.camacho@yahoo.com','682 Mountainview Rd. ','Desoto','TX',75115,0.838763428
'Pearlie','Cochran',NULL,'pearlie.cochran@msn.com','23 Homewood Rd. ','Campbell','CA',95008,0.29941528
'Deirdre','Ryan',NULL,'deirdre.ryan@yahoo.com','83 Jefferson Lane ','Utica','NY',13501,0.874845845
'Yevette','Elliott',NULL,'yevette.elliott@aol.com','182 Euclid Street ','Jackson Heights','NY',11372,0.582171969
'Ladawn','Downs','(281) 165-2090','ladawn.downs@yahoo.com','7452 S. Airport Court ','Houston','TX',77016,0.578954831
'Dorothea','Chang',NULL,'dorothea.chang@gmail.com','75 Oak Ave. ','Astoria','NY',11102,0.908746514
'Merlin','Foreman','(516) 150-1321','merlin.foreman@msn.com','8198 North Rockaway St. ','Hempstead','NY',11550,0.882064506
'Lanie','Dunn',NULL,'lanie.dunn@gmail.com','7583 Pilgrim Ave. ','North Tonawanda','NY',14120,0.042479053
'Christoper','Gould',NULL,'christoper.gould@aol.com','8718 South Constitution St. ','Shirley','NY',11967,0.310913179
'Norine','Huffman',NULL,'norine.huffman@aol.com','363 Dunbar Drive ','Encino','CA',91316,0.843380533
'Alane','Mccarty','(619) 377-8586','alane.mccarty@hotmail.com','8254 Hilldale Street ','San Diego','CA',92111,0.273830303
'Charleen','Joyner',NULL,'charleen.joyner@aol.com','735 N. John Dr. ','Corona','NY',11368,0.70639153
'Zella','Fernandez',NULL,'zella.fernandez@yahoo.com','8 Marshall Dr. ','Rockville Centre','NY',11570,0.684876971
'Collene','Knox','(361) 760-1523','collene.knox@msn.com','7 North Branch Lane ','Corpus Christi','TX',78418,0.523992616
'Alysia','Nicholson','(805) 493-7311','alysia.nicholson@hotmail.com','868 Trusel St. ','Oxnard','CA',93035,0.686520072
'Sharie','Whitaker',NULL,'sharie.whitaker@hotmail.com','7 Bayport Lane ','Merrick','NY',11566,0.003800029
